ITEM_CATEGORY_NAME,ITEM_SUBCATEGORY_NAME,ITEM_CLASS_NAME,PRODUCT_COUNTRY_ORIGIN_NAME,PRODUCT_SKU_NO,PRODUCT_LONG_NAME,PRODUCT_BASE_UPC_NO,PRODUCT_LITRES_PER_CONTAINER,PRD_CONTAINER_PER_SELL_UNIT,PRODUCT_ALCOHOL_PERCENT,PRODUCT_PRICE,SWEETNESS_CODE
Wine,France Wine,France White Wine,FRANCE,25270,CHABLIS - WILLIAM FEVRE CHAMPS ROYAUX 2018,3.44362E+12,0.75,1,12,36.99,0
Wine,Italy Wine,Italy Red Wine,ITALY,41671,TOSCANA - BIBI GRAETZ TESTAMATTA 2018,6.2699E+11,0.75,1,13.5,165.99,0
Wine,USA Wine,USA Red Wine,UNITED STATES OF AMERICA,58915,NAPA VALLEY RED - OPUS ONE 2009,6.2699E+11,0.75,1,14.5,770,NA
Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,63143,MACALLAN - EXCEPTIONAL SINGLE CASK 13921,5.01031E+12,0.7,1,55.9,6000,NA
Wine,Other Country Wine,Other Country Red Wine,TURKEY,69484,GALLIPOLI PENINSULA KARASAKIZ - SUVLA 2018,8.68017E+12,0.75,1,13,24.99,0
Wine,Italy Wine,Italy Red Wine,ITALY,119509,TOSCANA - MAZZEI SIEPI 2016,8.01612E+12,0.75,1,14,169.99,0
Wine,France Wine,France Red Wine,FRANCE,133377,POMEROL - CHATEAU LE GAY 2018,3.46044E+12,0.75,1,13,275,NA
Wine,Fortified Wine,Port Wine,PORTUGAL,174923,CROFT - VINTAGE 2016,5.60242E+12,0.75,1,20.5,109.99,10
Wine,France Wine,France Red Wine,FRANCE,178126,ST ESTEPHE - CHATEAU COS D'ESTOURNEL 2017,6.2699E+11,0.75,1,13,350,NA
Wine,Italy Wine,Italy Sparkling Wine,ITALY,187413,LAMBRUSCO METODO ANCESTRALE - MEDICI ERMETE PHERMENTO,6.2699E+11,0.75,1,12.5,29.99,0
Spirits,Gin,Dry Gin,IRELAND,223068,RADEMON ESTATE - SHORTCROSS GIN,5.06054E+12,0.75,1,46,50.99,NA
Beer,Domestic - BC Beer,Domestic - BC Commercial Beer,CANADA,643858,SLEEMAN - HONEY BROWN LAGER CAN,56910233557,0.355,6,5.3,12.49,NA
Wine,Canada - BC,Canada - BC Red Wine,CANADA,779769,MONTE CREEK FOCH,7.79001E+11,0.75,1,13.9,20.99,0
Wine,South Africa Wine,South Africa Red Wine,SOUTH AFRICA,14379,MALBEC MERLOT - GLEN CARLOU PETITE CLASSIQUE,6.00427E+12,0.75,1,14,18.99,0
Beer,Domestic - BC Beer,Domestic - BC Regional Beer,CANADA,38550,HOYNE BREWING - DARK MATTER CAN,6.2699E+11,0.355,6,5.3,13.29,NA
Spirits,Liqueurs,Anise And Herbal/Spice Liqueurs,ITALY,40196,SAMBUCA DEI CESARI - LUXARDO,8.00035E+12,0.75,1,38,26.99,NA
Refreshment Beverages,Coolers,Spirit Coolers,CANADA,59946,G AND W - NUTRL VODKA SODA CHERRY CAN,8.43403E+11,0.355,6,5,13.99,NA
Wine,Australia Wine,Australia Red Wine,AUSTRALIA,88319,SHIRAZ VIOGNIER - TORBRECK RUNRIG 2017,9.33334E+12,0.75,1,15,319.99,0
Wine,France Wine,France Red Wine,FRANCE,97934,ST ESTEPHE - CHATEAU MEYNEY 2018,6.96852E+11,0.75,1,13,75,NA
Wine,France Wine,France Red Wine,FRANCE,123670,MARGAUX - CHATEAU TAYAC 2018,3.38812E+12,0.75,1,13,55,NA
Wine,South Africa Wine,South Africa Red Wine,SOUTH AFRICA,195467,WESTERN SLOPES - ANTHONY RUPERT CAPE OF GOOD HOPE,6.2699E+11,0.75,1,14,26.99,0
Spirits,Whisky,Irish Whiskey,IRELAND,215740,TULLAMORE DEW XO RUM FINISH,83664873852,0.75,1,43,46.99,NA
Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,468355,GLENFARCLAS - 1976 FAMILY CASKS WINTER 2015 CASK 3110,5.01807E+12,0.7,1,45.9,8000,NA
Beer,Domestic - BC Beer,Domestic - BC Commercial Beer,CANADA,680876,CARLING - EXTRA OLD STOCK CAN,56327273276,0.355,15,5.65,20.49,NA
Wine,USA Wine,USA Red Wine,UNITED STATES OF AMERICA,850073,CABERNET SAUVIGNON - JOSH CELLARS 2018,8.57744E+11,0.75,1,13.5,19.99,0
Spirits,Vodka,Straight Vodka,CANADA,56663,CRYSTAL HEAD,6.2704E+11,0.75,1,40,56.99,NA
Wine,Canada - BC,Canada - BC White Wine,CANADA,81968,INVISIBULL - SAUVIGNON BLANC,7.76546E+11,0.75,1,12.5,8.99,0
Wine,France Wine,France Red Wine,FRANCE,394000,MARGAUX - CHATEAU MARGAUX CAISSE YEAR OF THE TIGER,6.96852E+11,0.75,3,12.83,10000,0
Spirits,Liqueurs,Cream/Dairy Liqueurs,BARBADOS,446135,BUMBU - CREME,8.13497E+11,0.75,1,15,51.99,NA
Spirits,Vodka,Straight Vodka,CANADA,477885,POLAR ICE,48415411325,1.75,1,40,51.99,NA
Wine,Canada - BC,Canada - BC Red Wine,CANADA,810606,INTERSECTION MILEPOST RED,6.2699E+11,0.75,1,13.6,19.97,0
Wine,Italy Wine,Italy Red Wine,ITALY,855759,AMARONE - MONTRESOR 2016,7.95898E+11,0.75,1,15,50.99,0
Wine,Spain Wine,Spain Red Wine,SPAIN,875294,CARINENA CRIANZA - MONASTERIO DE LAS VINAS,8.14095E+11,1.5,1,13,19.99,0
Wine,Chile Wine,Chile Red Wine,CHILE,12810,CHILEAN RED - SENA ACONCAGUA 2017,6.2699E+11,0.75,1,13.5,219.99,NA
Refreshment Beverages,Coolers,Spirit Coolers,CANADA,55379,G AND W - TEMPO GIN SMASH MIXER CAN,6.28056E+11,0.355,12,5,25.49,NA
Spirits,Liqueurs,Coffee And Cocoa Liqueurs,MEXICO,123315,KAHLUA,89540454061,0.75,1,16,26.49,NA
Wine,Sake,Japan Sake,JAPAN,217451,OKUNOMATSU - ADATARA GINJO,4.96484E+12,0.72,1,15.4,38.99,0
Beer,Domestic - BC Beer,Domestic - BC Regional Beer,CANADA,233781,RED TRUCK - AMBER ALE 8 CANS,8.58054E+11,0.355,8,5.2,13.99,NA
Wine,Argentina Wine,Argentina Red Wine,ARGENTINA,397763,CABERNET FRANC - BODEGA NORTON PERDRIEL,7.79232E+12,0.75,1,12.6,17.99,0
Wine,France Wine,France Red Wine,FRANCE,495113,BURGUNDY PINOT NOIR ORGANIC - SAS DOMAINE PARENT,3.46326E+12,0.75,1,12.5,54.99,0
Wine,France Wine,France Red Wine,FRANCE,572362,SAINT AMOUR - DOMAINE DES BILLARDS HERITIERS LORON 2019,3.29866E+12,0.75,1,14.5,29.99,0
Wine,France Wine,France Red Wine,FRANCE,726034,CHEVAL BLANC 2014,,0.75,1,13,1200,0
Wine,Australia Wine,Australia Red Wine,AUSTRALIA,57404,PINOT NOIR - MCWILLIAMS MCW 660 TUMBARUMBA 2018,9.31177E+12,0.75,1,13.5,29.99,0
Wine,France Wine,France White Wine,FRANCE,93193,ALSACE RIESLING - FE TRIMBACH GRAND CRU MANDELBERG,3.76011E+12,0.75,1,13,89.99,0
Wine,France Wine,France White Wine,FRANCE,98965,MARGAUX - PAVILLON BLANC DU CHATEAU MARGAUX 2018,3.25869E+12,0.75,1,14,500,NA
Spirits,Liqueurs,Whiskey Liqueurs,CANADA,105601,SOUTHERN COMFORT,88544016770,0.75,1,35,23.99,NA
Wine,Fortified Wine,Sherry Wine,SPAIN,112771,ALVEAR - FINO,7.66238E+11,0.75,1,15,21.99,0
Spirits,Liqueurs,Anise And Herbal/Spice Liqueurs,CANADA,118839,FIREBALL,88004029227,0.05,6,33,11.99,NA
Wine,Canada - BC,Canada - BC Red Wine,CANADA,133124,HESTER CREEK - THE JUDGE GOLDEN MILE BENCH 2018,6.2699E+11,0.75,1,13.9,49.99,0
Wine,Spain Wine,Spain Red Wine,SPAIN,170603,BIERZO - DESCENDIENTES DE J PALACIOS MONCERBAL 2015,8.43656E+12,0.75,1,14,195.99,0
Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,184016,GLENALLACHIE - SINGLE MALT SCOTCH 8YO KOVAL RYE QUARTER,5.06057E+12,0.7,1,48,124.99,NA
Wine,USA Wine,USA Rose Wine,UNITED STATES OF AMERICA,308460,WHITE ZINFANDEL - GALLO FAMILY VINEYARDS,85000007846,1.5,1,9,12.99,2
Wine,France Wine,France White Wine,FRANCE,369264,CHATEAU CLIMENS BARSAC BLANC 2014,,0.375,1,13,70,0
Wine,Canada - BC,Canada - BC Rose Wine,CANADA,388853,THE SECOND ACT - FIELD BLEND PIQUETTE,7.76546E+11,0.75,1,6.3,11.99,0
Wine,France Wine,France White Wine,FRANCE,416482,CHABLIS PREMIER CRU - DOMAINE GAUTHERON MONT DE MILIEU,3.76004E+12,0.75,1,13,55.99,0
Spirits,Vodka,Flavoured Vodka,UNITED STATES OF AMERICA,446118,SMIRNOFF - PINK LEMONADE,82000797883,0.75,1,30,23.99,NA
Spirits,Whisky,Bourbon Whiskey,UNITED STATES OF AMERICA,485786,MAKER'S MARK - 101,85246501566,0.75,1,50.5,84.99,NA
Wine,USA Wine,USA White Wine,UNITED STATES OF AMERICA,632265,CHARDONNAY - MEIOMI 2019,8.55165E+11,0.75,1,13.5,25.99,0
Wine,China Wine,China Red Wine,CHINA,635904,CABERNET SAUVIGNON - AO YUN 2015,6.92202E+12,0.75,1,15,439.99,0
Wine,France Wine,France Red Wine,FRANCE,745687,LES PENSEES DE LAFLEUR 2014,3.32816E+12,0.75,1,13,180,0
Spirits,Gin,Dry Gin,CANADA,31161,LONG TABLE - LONDON DRY,6.2699E+11,0.75,1,44,47.99,NA
Spirits,Grape and Fruit Brandy,Armagnac,FRANCE,35229,ARMAGNAC DE MONTAL - XO,3.28862E+12,0.7,1,40,99.99,NA
Beer,Domestic - BC Beer,Domestic - BC Regional Beer,CANADA,38610,HOYNE BREWING - PILSNER CAN,6.2699E+11,0.355,6,5.3,13.29,NA
Beer,Domestic - BC Beer,Domestic - BC Regional Beer,CANADA,87089,PARALLEL 49 - PIC A HOP TALL CAN,8.23994E+11,0.473,8,6.3,18.99,NA
Wine,Chile Wine,Chile White Wine,CHILE,102205,SAUVIGNON BLANC - 8 RIOS CHILE 2019,7.80432E+12,0.75,1,12.5,7.99,0
Wine,France Wine,France White Wine,FRANCE,107733,SAVENNIERES COULEE DE SERRANT - NICOLAS JOLY 2018,3.35435E+12,0.75,1,15,125.99,0
Wine,New Zealand Wine,New Zealand White Wine,NEW ZEALAND,107873,SAUVIGNON BLANC - DUCK HUNTER 2020,8.11728E+11,0.75,1,13,24.99,0
Wine,USA Wine,USA White Wine,UNITED STATES OF AMERICA,137073,CHARDONNAY - SLOW PRESS,81308003542,0.75,1,14.1,18.99,1
Wine,Canada - BC,Canada - BC Red Wine,CANADA,138432,TINHORN CREEK - THE CREEK 2018,6.24803E+11,0.75,1,14,34.99,0
Wine,Canada - BC,Canada - BC Sparkling Wine,CANADA,140481,FITZPATRICK FAMILY VINEYARDS - FITZ BRUT 2017,6.2699E+11,0.75,1,12,34.99,1
Wine,France Wine,France Red Wine,FRANCE,178359,ST JULIEN - CHATEAU LEOVILLE LAS CASES 2017,3.41947E+12,0.75,1,13,450,NA
Wine,France Wine,France White Wine,FRANCE,203474,SAUTERNES - CLOS HAUT PEYRAGUEY 2017,,0.375,1,13,40,NA
Wine,France Wine,France Red Wine,FRANCE,234388,GEVREY CHAMBERTIN EN CHAMPS - GEANTET PANSIOT 2016,,0.75,1,13,139.99,NA
Wine,France Wine,France Champagne Wine,FRANCE,447847,PIPER HEIDSIECK - RARE MILLESIME 2002,3.01833E+12,0.75,1,12,219.99,1
Wine,Italy Wine,Italy Red Wine,ITALY,480117,BAROLO - PODERI COLLA BUSSIA DARDI LE ROSE 2016,8.36951E+11,0.75,1,14,87.99,0
Wine,Italy Wine,Italy Red Wine,ITALY,694216,TOSCANA - IL FAUNO DI ARCANUM,8.50202E+11,0.75,1,14.5,42.99,0
Wine,France Wine,France Champagne Wine,FRANCE,759936,LARMANDIER BERNIER - LATITUDE BLANC DE BLANCS EXTRA BRUT,6.2699E+11,0.75,1,12.5,76.99,0
Spirits,Tequila,Mezcal,MEXICO,856914,SOMBRA - MEZCAL,8.56622E+11,0.75,1,45,58.99,NA
Wine,France Wine,France White Wine,FRANCE,888958,COTES DU RHONE BLANC - MEFFRE SAINT VINCENT,3.14292E+12,0.75,1,13.5,17.99,0
Wine,Chile Wine,Chile White Wine,CHILE,33285,SAUVIGNON BLANC - CONO SUR BICICLETA,7.80432E+12,1,1,12.5,13.99,0
Wine,Chile Wine,Chile Red Wine,CHILE,41851,VINEDO - CHADWICK,,1.5,1,13.5,880,0
Wine,France Wine,France Red Wine,FRANCE,60341,POMEROL - CHATEAU L'EVANGILE 2018,6.96852E+11,1.5,1,13,1000,NA
Wine,France Wine,France Red Wine,FRANCE,97009,ST JULIEN - CHATEAU SAINT PIERRE 2018,,0.75,1,13,145,NA
Wine,Portugal Wine,Portugal Red Wine,PORTUGAL,104579,LISBOA RED BLEND - CASA SANTOS LIMA,6.2699E+11,3,1,13,36.99,0
Wine,France Wine,France White Wine,FRANCE,117920,PESSAC-LEOGNAN - DOMAINE DE CHEVALIER BLANC 2017,3.76012E+12,0.75,1,13,200,NA
Wine,France Wine,France Red Wine,FRANCE,129583,COTE DE NUITS VILLAGES - DOMAINE GACHOT MONOT 2015,6.2699E+11,0.75,1,13,42.99,0
Wine,USA Wine,USA Red Wine,UNITED STATES OF AMERICA,163259,NAPA VALLEY RED - BOND VECINA 2014,6.2699E+11,0.75,1,14.5,889,0
Wine,France Wine,France Red Wine,FRANCE,207835,PESSAC-LEOGNAN - CHATEAU FERRAN ROUGE 2017,3.60905E+12,0.75,1,13.5,34,NA
Spirits,Tequila,Gold Tequila,MEXICO,222842,SIERRA TEQUILA - REPOSADO,4.0624E+12,0.75,1,38,29.99,NA
Wine,France Wine,France Rose Wine,FRANCE,252338,PROVENCE ROSE - DOMAINE HOUCHART 2018,3.34512E+12,0.75,1,12.5,19.99,0
Spirits,Rum,Spiced Rum,TRINIDAD AND TOBAGO,522086,THE KRAKEN - BLACK SPICED,8.11538E+11,1.75,1,47,68.99,NA
Wine,France Wine,France White Wine,FRANCE,743666,MEURSAULT 1ER GENEVRIERES - DOM LATOUR GIRAUD 11/12,8.31906E+11,0.75,1,13.5,105.99,0
Wine,New Zealand Wine,New Zealand Rose Wine,NEW ZEALAND,888999,ROSE - OYSTER BAY MARLBOROUGH 2020,9.41555E+12,0.75,1,13,19.99,0
Spirits,Gin,Other Gin,UNITED KINGDOM,39030,ARBIKIE - NADAR GIN,5.0604E+12,0.75,1,43,59.99,NA
Wine,France Wine,France Rose Wine,FRANCE,78285,PROVENCE ROSE - BIJOU WINES CIEL DE LILAC,3.4247E+12,0.75,1,13,29.99,0
Wine,France Wine,France Red Wine,FRANCE,98916,MARGAUX - PAVILLON ROUGE DU CHATEAU MARGAUX 2018,,0.75,1,13.5,550,NA
Wine,France Wine,France Red Wine,FRANCE,142825,POMEROL - CHATEAU L'EVANGILE 2018,6.96852E+11,0.75,1,13,575,NA
Wine,France Wine,France Red Wine,FRANCE,229771,GEVREY CHAMBERTIN 1ER PETITE CHAPELLE - DUGAT PY 2015,6.2699E+11,0.75,1,13.5,420,0
Wine,New Zealand Wine,New Zealand White Wine,NEW ZEALAND,316570,SAUVIGNON BLANC - OYSTER BAY MARLBOROUGH 2020,9.41555E+12,0.75,1,12.5,19.99,0
Spirits,Liqueurs,Anise And Herbal/Spice Liqueurs,ITALY,331496,SAMBUCA PASSIONE NERA - LUXARDO,8.00035E+12,0.75,1,38,27.49,NA
Wine,France Wine,France Red Wine,FRANCE,427334,ST JULIEN - CHATEAU TEYNAC 2015,3.38812E+12,0.75,1,13,56.99,NA
Spirits,Whisky,Canadian Whisky,CANADA,465628,G AND W - THE CASK PROJECT WEE HEAVY FINISH CANADIAN WHISKY,8.43403E+11,0.75,1,46,52.99,NA
Wine,France Wine,France White Wine,FRANCE,475368,BOURGOGNE CHARDONNAY - JADOT COUVENT DES JACOBINS 2019,3.53593E+12,0.75,1,13,34.99,0
Wine,France Wine,France Red Wine,FRANCE,582411,BOURGOGNE PINOT NOIR - JC BOISSET LES URSULINES 2019,3.26098E+12,0.75,1,12.5,27.99,0
Spirits,Asian Spirits,China Spirits,CHINA,897801,FEN CHIEW,6.90343E+12,0.75,1,53,39.99,NA
Spirits,Rum,Amber Rum,UNITED STATES OF AMERICA,2220,BACARDI - GOLD,6.20213E+11,1.14,1,40,33.49,NA
Wine,Italy Wine,Italy Red Wine,ITALY,6935,PUGLIA NERO DI TROIA - TORRE VENTO TORRE DEL FALCO,8.01539E+12,0.75,1,13,19.99,0
Wine,Spain Wine,Spain Red Wine,SPAIN,27949,MONTSANT - CELLER DES CAPCANES MAS DONIS OLD VINES 2017,8.42715E+12,0.75,1,13.5,24.99,0
Wine,Italy Wine,Italy Red Wine,ITALY,39800,BAROLO - DAMILANO CANNUBI 2013,8.02359E+12,0.75,1,14,139.99,0
Wine,Italy Wine,Italy White Wine,ITALY,72020,MAREMMA TOSCANA - ANTINORI LE MORTELLE VIVIA,8.00194E+12,0.75,1,13,26.99,0
Beer,Domestic - BC Beer,Domestic - BC Regional Beer,CANADA,101686,RED RACER - PILS TALL CAN,6.28113E+11,0.5,4,5,9.79,NA
Wine,USA Wine,USA Red Wine,UNITED STATES OF AMERICA,112946,ZINFANDEL - LIBERTY SCHOOL CALIFORNIA 2013,6.57892E+11,0.75,1,13.5,10.97,0
Wine,Australia Wine,Australia Red Wine,AUSTRALIA,309625,CABERNET SHIRAZ - PENFOLDS BIN 389 2018,12354071209,0.75,1,14.5,99.99,0
Spirits,Whisky,Bourbon Whiskey,UNITED STATES OF AMERICA,390986,WILD TURKEY - MASTER'S KEEP ONE,7.21059E+11,0.75,1,50.5,269.99,NA
Spirits,Whisky,Bourbon Whiskey,UNITED STATES OF AMERICA,531690,OLD FORESTER - 1920 WHISKEY ROW SERIES,81128001155,0.75,1,57.5,84.99,NA
Wine,Italy Wine,Italy Red Wine,ITALY,581553,BRUNELLO DI MONTALCINO - ARGIANO 2015,8.02293E+12,0.75,1,14,74.99,0
Wine,USA Wine,USA Red Wine,UNITED STATES OF AMERICA,709808,ZINFANDEL - CAYMUS NAPA,17224730101,0.75,1,15.2,56.99,0
Wine,France Wine,France Red Wine,FRANCE,741504,CHATEAU PONTET CANET 2014,3.76019E+12,0.75,1,13.5,190,0
Wine,USA Wine,USA Red Wine,UNITED STATES OF AMERICA,852566,CALIFORNIA RED - APOTHIC DARK,85000021545,0.75,1,14,15.99,0
Beer,Domestic - BC Beer,Domestic - BC Commercial Beer,CANADA,903187,LABATT - KOKANEE,62067374029,0.341,12,5,24.99,NA
Wine,USA Wine,USA Red Wine,UNITED STATES OF AMERICA,12752,NAPA VALLEY RED - OPUS ONE 2016,6.2699E+11,0.75,1,14.5,599.99,NA
Spirits,Whisky,Irish Whiskey,IRELAND,12912,GLENDALOUGH - DOUBLE BARREL,7.9944E+11,0.75,1,42,44.99,NA
Wine,France Wine,France Red Wine,FRANCE,16173,FRONSAC - CHATEAU LA DAUPHINE 2015,7.14153E+11,0.75,1,13,40,0
Wine,France Wine,France Red Wine,FRANCE,82189,VOSNE ROMANEE 1ER SUCHOTS - LUCIEN LE MOINE 2017,7.03599E+12,0.75,1,13.5,259.99,0
Wine,USA Wine,USA Red Wine,UNITED STATES OF AMERICA,232793,CABERNET SAUVIGNON - CHATEAU STE MICHELLE COLUMBIA VLY 2018,88586601835,0.75,1,13,24.99,0
Spirits,Whisky,Canadian Whisky,CANADA,251371,CANADIAN CLUB - PREMIUM,80686816713,0.2,1,40,7.29,NA
Wine,France Wine,France Red Wine,FRANCE,360677,CHATEAU CARIGNAN PRIMA 2014,3.41947E+12,0.75,1,13,35,NA
Spirits,Whisky,American Whiskey,UNITED STATES OF AMERICA,377994,JACK DANIEL'S - GENTLEMAN JACK RARE TENNESSEE,82184082966,0.75,1,40,38.99,NA
Wine,France Wine,France Rose Wine,FRANCE,437921,TAVEL - DOMAINE MABY PRIMA DONNA 2018,3.46688E+12,0.75,1,14.5,29.99,0
Wine,France Wine,France Red Wine,FRANCE,781161,PESSAC LEOGNAN - CHATEAU LA MISSION HAUT BRION 2007,3.39415E+12,0.75,1,13,529,0
Spirits,Rum,Spiced Rum,UNITED STATES OF AMERICA,786988,SAILOR JERRY - SPICED NAVY,83664864461,0.75,1,46,30.99,0
Refreshment Beverages,Coolers,Spirit Coolers,CANADA,27907,MIKE'S - PEACH FUZZ CAN,62067381959,0.355,6,5,13.49,NA
Spirits,Grape and Fruit Brandy,Cognac,FRANCE,99091,COURVOISIER - AVANT-GARDE BOURBON CASK,80686966142,0.75,1,40,89.99,NA
Spirits,Rum,Dark Rum,UNITED STATES OF AMERICA,107751,BACARDI - SHERRY CASK,80480987091,0.75,1,40,37.99,NA
Wine,France Wine,France Red Wine,FRANCE,125366,CHATEAU CORBIN 2016,3.27704E+12,0.75,1,13,72,NA
Wine,France Wine,France Red Wine,FRANCE,134010,PAUILLAC - CHATEAU CLERC MILON 2018,,0.75,1,13,210,NA
Spirits,Whisky,Canadian Whisky,CANADA,162782,J.P. WISER'S - OLD FASHIONED CANADIAN WHISKY COCKTAIL,48415540605,0.75,1,35,26.49,NA
Beer,Domestic - Other Province Beer,Domestic - Other Province Commercial Beer,CANADA,165832,LABATT - LUCKY LAGER 36 CAN,62067376481,0.355,36,4.8,49.99,NA
Wine,Germany Wine,Germany White Wine,GERMANY,220699,RIESLING - DRATHEN BERNKASTEL,4.00692E+12,0.75,1,8.5,13.99,2
Wine,Spain Wine,Spain White Wine,SPAIN,234570,RIOJA BLANCO - BODEGAS IZADI 2019,8.4233E+12,0.75,1,13.5,29.99,0
Wine,France Wine,France Red Wine,FRANCE,289447,RESERVE DE LA COMTESSE 2014,,0.75,1,13,70,NA
Wine,South Africa Wine,South Africa Red Wine,SOUTH AFRICA,315069,CABERNET SAUVIGNON - FLAGSTONE POETRY,5.01013E+12,0.75,1,14,13.99,0
Spirits,Whisky,Bourbon Whiskey,UNITED STATES OF AMERICA,389806,HUDSON - BRIGHT LIGHTS BIG BOURBON,83664874507,0.75,1,46,74.99,NA
Wine,Canada - BC,Canada - BC Red Wine,CANADA,428029,SAWMILL CREEK - MERLOT,63657018910,4,1,12.5,37.99,0
Wine,New Zealand Wine,New Zealand White Wine,NEW ZEALAND,462333,SAUVIGNON BLANC - STONELEIGH LATITUDE MARLBOROUGH 2019,9.41451E+12,0.75,1,12.5,21.99,0
Wine,Portugal Wine,Portugal Red Wine,PORTUGAL,528646,DOURO - VALE D MARIA 2014,5.60655E+12,0.75,1,14.5,86.99,0
Wine,Canada - BC,Canada - BC White Wine,CANADA,530683,TINHORN CREEK - PINOT GRIS 2019,6.24803E+11,0.75,1,12.7,20.99,0
Beer,Import Beer,Europe Beer,CZECH REPUBLIC,591230,CZECHVAR,8.15833E+11,0.5,1,5,2.79,NA
Spirits,Tequila,Gold Tequila,MEXICO,698621,DON JULIO - REPOSADO,6.74545E+11,0.75,1,40,89.99,NA
Wine,Italy Wine,Italy Sparkling Wine,ITALY,846337,SANTERO - ASTI,8.00439E+12,0.75,1,7.5,18.99,5
Wine,France Wine,France Red Wine,FRANCE,54318,POMEROL - CHATEAU LAFLEUR GAZIN 2018,3.32816E+12,0.75,1,13,85,NA
Wine,France Wine,France Red Wine,FRANCE,64750,MARGAUX - CHATEAU PALMER 2018,3.60905E+12,0.75,1,13,900,NA
Spirits,Liqueurs,Cream/Dairy Liqueurs,IRELAND,85749,BAILEYS - ESPRESSO CREME,5.01101E+12,0.75,1,17,29.49,NA
Spirits,Grape and Fruit Brandy,Cognac,FRANCE,99088,COURVOISIER - SUCCESSION J.S.,3.0492E+12,0.7,1,42,4999,NA
Wine,Canada - BC,Canada - BC Red Wine,CANADA,153245,TANGLEWOOD - RESERVE RED,7.76546E+11,0.75,1,13.5,9.99,0
Beer,Domestic - BC Beer,Domestic - BC Regional Beer,CANADA,155570,RED TRUCK - HARD DAY IPA TALL CANS,8.58054E+11,0.473,1,6.3,2.29,NA
Wine,Chile Wine,Chile Red Wine,CHILE,156582,CARMENERE MALBEC - ESTAMPA RESERVA COLCHAGUA 2018,7.80872E+12,0.75,1,14,18.99,0
Spirits,Vodka,Straight Vodka,UNITED STATES OF AMERICA,194181,OCEAN - HAWAII SEA SPIRITS,8.56695E+11,0.75,1,40,44.99,NA
Spirits,Tequila,Gold Tequila,MEXICO,545772,CLASE AZUL - ANEJO,81240120758,0.75,1,40,910,NA
Wine,Germany Wine,Germany White Wine,GERMANY,599274,RIESLING - DR LOOSEN MOSEL,3.23446E+11,0.75,1,8.5,17.99,3
Wine,USA Wine,USA Red Wine,UNITED STATES OF AMERICA,35790,CALIFORNIA RED - UNITED REPUBLIC,8.57972E+11,0.75,1,14.1,16.99,0
Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,46686,GLENFARCLAS - FAMILY CASK 1982 W17 CASK 4565,5.01807E+12,0.7,1,52.4,2788,NA
Wine,Spain Wine,Spain Sparkling Wine,SPAIN,88591,FREIXENET - CAVA CORDON NEGRO GRAN SELECCION BRUT,88601003002,0.75,1,12,16.49,1
Wine,France Wine,France Champagne Wine,FRANCE,90132,BARONS DE ROTHSCHILD - BLANC DE BLANCS BRUT 2010,3.76018E+12,0.75,1,12,343.99,0
Spirits,Liqueurs,Cream/Dairy Liqueurs,UNITED STATES OF AMERICA,94543,BLARNEY'S - RASPBERRY CREAM LIQUOR,85254400356,0.375,1,16,11.99,NA
Spirits,Other Spirits,Ready to Serve Cocktails,PUERTO RICO,105800,BACARDI - COQUITO,80480008192,0.75,1,13,24.99,NA
Wine,USA Wine,USA Red Wine,UNITED STATES OF AMERICA,139741,CABERNET SAUVIGNON - LAYER CAKE 2018,8.96599E+11,0.75,1,13.75,28.99,0
Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,173540,BOWMORE - VAULT 2ND EDITION,5.0105E+12,0.7,1,50.1,179.99,NA
Wine,Spain Wine,Spain Red Wine,SPAIN,214817,RIOJA RESERVA - MARQUES DE RISCAL 2016,8.41087E+12,0.75,1,14,31.99,0
Wine,Italy Wine,Italy Red Wine,ITALY,416575,BOLGHERI - LE SERRE NUOVE ORNELLAIA 2019,8.18201E+11,1.5,1,13.5,162.99,0
Wine,USA Wine,USA White Wine,UNITED STATES OF AMERICA,419671,PINOT GRIS - KING ESTATE WILLAMETTE 2018,7.68676E+11,0.75,1,12.9,26.99,0
Spirits,Liqueurs,Fruit Liqueurs,ITALY,480740,APEROL - BARBIERI APERITIVO,8.87341E+11,0.375,1,11,14.49,NA
Spirits,Rum,Spiced Rum,CANADA,548875,BARON SAMEDI - SPICED RUM,69321004494,0.75,1,45,29.49,NA
Wine,Australia Wine,Australia White Wine,AUSTRALIA,670521,PINOT GRIGIO - YELLOW TAIL,8.39743E+11,0.75,1,12.5,12.49,1
Wine,France Wine,France Red Wine,FRANCE,50144,PESSAC LEOGNAN - CHATEAU DE FIEUZAL ROUGE 2018,3.60905E+12,0.75,1,13,110,NA
Wine,France Wine,France Red Wine,FRANCE,54120,POMEROL - CHATEAU LA GRAVE 2018,3.32816E+12,0.75,1,13,85,NA
Wine,USA Wine,USA Red Wine,UNITED STATES OF AMERICA,62998,CABERNET SAUVIGNON - PENFOLDS BIN 149,12354724372,0.75,1,14.5,299.99,0
