ITEM_CATEGORY_NAME,ITEM_SUBCATEGORY_NAME,ITEM_CLASS_NAME,PRODUCT_COUNTRY_ORIGIN_NAME,PRODUCT_SKU_NO,PRODUCT_LONG_NAME,PRODUCT_BASE_UPC_NO,PRODUCT_LITRES_PER_CONTAINER,PRD_CONTAINER_PER_SELL_UNIT,PRODUCT_ALCOHOL_PERCENT,PRODUCT_PRICE,SWEETNESS_CODE
Refreshment Beverages,Coolers,Spirit Coolers,CANADA,66016,NUDE VODKA SODA - BLACK CHERRY CAN,32302448495,0.355,6,5,12.99,NA
Wine,Portugal Wine,Portugal Red Wine,PORTUGAL,126472,DOURO - PRATS & SYMINGTON CHRYSEIA 2014,5.01087E+12,0.75,1,13.5,105.99,0
Wine,France Wine,France Red Wine,FRANCE,134445,CHATEAU LEOVILLE POYFERRE 2014,,0.75,1,13,135,0
Wine,Canada - BC,Canada - BC White Wine,CANADA,134536,DOMAINE D'OR - WHITE,48162001855,16,1,11.5,109.99,0
Wine,Canada - BC,Canada - BC Red Wine,CANADA,164616,PELLER FAMILY VINEYARDS - CABERNET SAUVIGNON,48162013377,0.75,1,12.5,8.99,0
Wine,France Wine,France White Wine,FRANCE,207858,PESSAC-LEOGNAN - CHATEAU FERRAN BLANC 2017,3.60905E+12,0.75,1,13,35,NA
Wine,Australia Wine,Australia Red Wine,AUSTRALIA,285544,SHIRAZ CABERNET SAUVIGNON - PENFOLDS KOONUNGA HILL,9.3103E+12,0.75,1,14.5,19.99,0
Beer,Import Beer,Europe Beer,BELGIUM,29744,DELIRIUM NOEL PACK,5.41219E+12,0.33,4,8.7,21.99,NA
Spirits,Liqueurs,Anise And Herbal/Spice Liqueurs,FRANCE,37333,CHARTREUSE - GREEN,3.02348E+12,0.375,1,55,42.99,NA
Spirits,Liqueurs,Anise And Herbal/Spice Liqueurs,GERMANY,61408,JAGERMEISTER,4.0677E+12,0.375,1,35,19.99,NA
Wine,France Wine,France Red Wine,FRANCE,121721,ST EMILION - LE DRAGON DE QUINTUS ROUGE 2017,6.2699E+11,0.75,1,15,85,NA
Wine,France Wine,France Red Wine,FRANCE,134018,ST EMILION - CHATEAU CHEVAL BLANC 2018,3.60905E+12,0.75,1,13,1800,NA
Wine,France Wine,France White Wine,FRANCE,229045,PAYS D'OC VIOGNIER MARSANNE - L'OLIVETTE ORGANIC,6.2699E+11,0.75,1,12.5,17.99,0
Wine,Italy Wine,Italy Red Wine,ITALY,294546,BRUNELLO DI MONTALCINO - BANFI 2016,8.01567E+12,0.75,1,14.5,57.99,0
Wine,Italy Wine,Italy Red Wine,ITALY,488585,NEBBIOLO D'ALBA - PODERI COLLA,8.36951E+11,0.75,1,14,35.99,0
Wine,Canada - BC,Canada - BC Red Wine,CANADA,530725,TINHORN CREEK - MERLOT 2018,6.24803E+11,0.75,1,13.7,24.49,0
Wine,Australia Wine,Australia Red Wine,AUSTRALIA,761742,SHIRAZ - LAYER CAKE 2018,8.96599E+11,0.75,1,14.9,28.99,0
Spirits,Vodka,Straight Vodka,POLAND,804252,SOBIESKI,89016014355,1.14,1,40,36.49,NA
Wine,France Wine,France Rose Wine,FRANCE,84362,PROVENCE ROSE - LA GRANDE BAUQUIERE MOMENT INATTENDU 2019,3.77E+12,0.75,1,12.5,29.49,0
Wine,France Wine,France Red Wine,FRANCE,90542,POMEROL - CHATEAU CERTAN DE MAY 2018,3.76004E+12,0.75,1,13,275,NA
Wine,France Wine,France Red Wine,FRANCE,121746,PESSAC LEOGNAN - CHATEAU LA MISSION HAUT BRION ROUGE 2017,3.60905E+12,0.75,1,14,750,NA
Wine,France Wine,France Red Wine,FRANCE,199117,CHATEAU BELAIR MONANGE 2014,3.32816E+12,0.75,1,13,170,NA
Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,229443,GLENFIDDICH SPECIAL RESERVE - 12 YEAR OLD,5.01033E+12,1.14,1,40,104.99,0
Wine,France Wine,France Red Wine,FRANCE,428011,CHATEAU PICHON LALANDE 2014,6.2699E+11,0.75,1,13,190,0
Wine,Canada - BC,Canada - BC Red Wine,CANADA,607333,SANDHILL - SMALL LOTS SYRAH SANDHILL ESTATE 2017,58976500178,0.75,1,13,40.99,1
Refreshment Beverages,Cider,Domestic Cider,CANADA,833202,OKANAGAN APPLE CIDERS - CRISP APPLE CAN,7.79305E+11,0.355,6,5,11.99,NA
Spirits,Grape and Fruit Brandy,Cognac,FRANCE,7503,HENNESSY - VSOP,88076161283,1.75,1,40,232.99,NA
Wine,France Wine,France White Wine,FRANCE,50016,PESSAC LEOGNAN - CHATEAU OLIVIER BLANC 2018,,0.75,1,13,70,NA
Spirits,Gin,Other Gin,JAPAN,93258,MATSUI - THE HAKUTO PREMIUM GIN,8.92032E+11,0.7,1,47,52.99,NA
Wine,USA Wine,USA Red Wine,UNITED STATES OF AMERICA,96046,PINOT NOIR - SPADE & SPARROWS 2018,8.60002E+11,0.75,1,13.5,23.99,0
Wine,France Wine,France Red Wine,FRANCE,97918,FRONSAC - CHATEAU DE LA DAUPHINE 2018,,0.75,1,13,50,NA
Wine,France Wine,France White Wine,FRANCE,121737,PESSAC LEOGNAN BLANC - CHATEAU LA MISSION HAUT BRION 2017,6.2699E+11,0.75,1,14,1500,NA
Wine,Argentina Wine,Argentina Red Wine,ARGENTINA,142930,CABERNET SAUVIGNON MALBEC - ESTANCIA MENDOZA RECRI,7.79031E+12,0.75,1,13,9.99,0
Beer,Domestic - Other Province Beer,Domestic - Other Province Commercial Beer,CANADA,145222,MILLER LITE CAN,56327012103,0.355,15,4,26.49,NA
Wine,Canada - BC,Canada - BC White Wine,CANADA,154013,JACKSON TRIGGS PROPRIETOR'S SELECTION PINOT GRIGIO,63657013151,1.5,1,12,15.49,0
Beer,Domestic - BC Beer,Domestic - BC Regional Beer,CANADA,185333,YELLOW DOG BREWING - SQUIRREL CHASER HAZY PALE ALE CAN,6.2699E+11,0.473,4,5.2,13.49,NA
Spirits,Whisky,Bourbon Whiskey,UNITED STATES OF AMERICA,211116,SHENK'S - HOMESTEAD SOUR MASH WHISKEY,39383009928,0.75,1,45.6,189.99,NA
Spirits,Grape and Fruit Brandy,Armagnac,FRANCE,225926,DOMAINE DE JOY - 1998 ARMAGNAC,3.76017E+12,0.7,1,40.5,139.97,NA
Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,252312,GLENFIDDICH SPECIAL RESERVE - 12 YEAR OLD,5.01033E+12,0.375,1,40,40.99,NA
Refreshment Beverages,Coolers,Spirit Coolers,CANADA,432363,WIZE SPIRITS - APPLE CINNAMON CRUMBLE PIE,6.96852E+11,0.65,1,5,4.99,NA
Refreshment Beverages,Cider,Domestic Cider,CANADA,488155,OKANAGAN APPLE CIDERS - ORCHARD PEACH,7.79305E+11,0.355,6,5,11.99,NA
Beer,Domestic - BC Beer,Domestic - BC Commercial Beer,CANADA,561035,STROH CANADA - COLT 45 MALT LIQUOR CAN,56910002207,0.355,6,8,8.29,NA
Wine,Canada - BC,Canada - BC White Wine,CANADA,563981,MISSION HILL - FIVE VINEYARDS PINOT GRIGIO 2018,7.76546E+11,0.75,1,12,14.99,0
Spirits,Whisky,Irish Whiskey,IRELAND,685016,JAMESON - IRISH WHISKY,5.01101E+12,4.5,1,40,199.99,NA
Wine,France Wine,France Red Wine,FRANCE,696476,MOULIN A VENT - J P BRUN TERRES DOREES 2017,3.42456E+12,0.75,1,12,37.99,0
Wine,Italy Wine,Italy White Wine,ITALY,871335,LUGANA - PROVENZA MOLIN CA MAIOL 12,8.01673E+12,0.75,1,13.5,28.99,0
Wine,Italy Wine,Italy Sparkling Wine,ITALY,20517,BOTTEGA - PROSECCO GOLD BRUT,8.00583E+12,3,1,11,169.99,0
Spirits,Gin,Other Gin,CANADA,131857,REVELSTOKE GIN - SERIES NO. 1,6.2699E+11,0.7,1,37.5,45.99,NA
Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,162572,GLEN DEVERON - 28 YEAR OLD,7.64017E+12,0.7,1,40,425,NA
Wine,France Wine,France Red Wine,FRANCE,224439,FIXIN 1ER CLOS DE LA PERRIERE MONOPOLE - ALBERT BICHOT 2018,87113119751,0.75,1,12.5,99.99,0
Wine,Fortified Wine,Port Wine,PORTUGAL,289603,TAYLOR FLADGATE - LATE BOTTLED VINTAGE 2016,5.01363E+12,0.75,1,20,25.99,10
Wine,France Wine,France White Wine,FRANCE,446149,CHATEAUNEUF DU PAPE - CLOS DE L'ORATOIRE DES PAPES BLANC 201,6.96852E+11,1.5,1,13,219.99,0
Wine,Austria Wine,Austria White Wine,AUSTRIA,460830,KAMPTAL GRUNER VELTLINER - BRUNDLMAYER,9.12007E+12,0.75,1,12.5,27.99,0
Wine,Canada - BC,Canada - BC White Wine,CANADA,711200,BLASTED CHURCH - GEWURZTRAMINER 2020,6.2699E+11,0.75,1,13.5,19.49,1
Spirits,Rum,White Rum,UNITED STATES OF AMERICA,117,BACARDI - SUPERIOR WHITE,6.20213E+11,0.75,1,40,21.99,NA
Wine,Australia Wine,Australia Red Wine,AUSTRALIA,17539,AUSTRALIAN RED - ANGOVE HOPES END,9.30069E+12,0.75,1,13.5,14.99,2
Wine,Canada - BC,Canada - BC White Wine,CANADA,23841,SANDHILL - SOVEREIGN OPAL 2019,58976503124,0.75,1,11.7,17.49,2
Wine,France Wine,France Champagne Wine,FRANCE,32274,DOM PERIGNON - VINTAGE 2008,3.18537E+12,1.5,1,12.5,710,0
Wine,France Wine,France Champagne Wine,FRANCE,63634,DOM PERIGNON - LADY GAGA ROSE,3.18537E+12,0.75,1,12.5,329.99,0
Refreshment Beverages,Coolers,Spirit Coolers,CANADA,101290,NUDE VODKA SODA - 24 PACK MIXER CAN,32302448044,0.355,24,5,46.99,NA
Wine,Italy Wine,Italy Red Wine,ITALY,138105,BRUNELLO DI MONTALCINO - SAN POLO VIGNAVECCHIA,8.0219E+12,0.75,1,14.8,389.99,0
Wine,Chile Wine,Chile Red Wine,CHILE,179937,PINOT NOIR - MONTES LIMITED SELECTION ACONCAGUA 2018,7.15127E+11,0.75,1,14,13.97,0
Wine,France Wine,France Red Wine,FRANCE,188474,ARDECHE SYRAH - SAINT DESIRAT,3.33145E+12,0.75,1,12,14.49,0
Wine,France Wine,France White Wine,FRANCE,199461,CHATEAU LA MISSION HAUT-BRION BLANC 2016,6.2699E+11,0.75,1,13,1500,NA
Spirits,Vodka,Straight Vodka,FRANCE,268664,GREY GOOSE,83089550352,0.375,1,40,26.99,NA
Spirits,Tequila,Gold Tequila,MEXICO,391216,CLASE AZUL - GOLD,20212030039,0.75,1,40,555,NA
Wine,France Wine,France White Wine,FRANCE,391652,BOURGOGNE ALIGOTE - ROSSIGNOL FEVRIER ORGANIC 2018,3.76016E+12,0.75,1,13,35.99,NA
Wine,France Wine,France White Wine,FRANCE,397709,MEURSAULT - CHATEAU DE MEURSAULT LE LIMOZIN,3.6614E+12,0.75,1,13,115.99,0
Wine,Canada - BC,Canada - BC White Wine,CANADA,398826,BACKYARD VINEYARDS - NOSEY NEIGHBOUR WHITE 2019,6.2699E+11,0.75,1,13,15.99,1
Wine,Canada - Other,Canada - Other White Wine,CANADA,461257,KEEP CALM - AND LAUGH SAUVIGNON BLANC,57496008867,0.75,1,12,9.99,0
Beer,Domestic - BC Beer,Domestic - BC Micro Brew Beer,CANADA,463685,MOODY ALES - VIENNA LAGER TALL CAN,6.28451E+11,0.473,4,5.5,13.79,NA
Spirits,Whisky,American Whiskey,UNITED STATES OF AMERICA,485667,TEMPLETON - SINGLE BARREL 10 YEAR RESERVE RYE WHISKEY,7.20816E+11,0.75,1,52,114.99,NA
Wine,Canada - BC,Canada - BC Red Wine,CANADA,604033,SUMMERHILL - HERITAGE SERIES MARECHAL FOCH ORGANIC 2016,7.79E+11,0.75,1,13.5,22.99,0
Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,656546,LAPHROAIG - QUARTER CASK,5.01002E+12,0.75,1,48,91.99,NA
Wine,France Wine,France Red Wine,FRANCE,780908,CLOS VOUGEOT - DOMAINE JACQUES PRIEUR 2011,3.76016E+12,0.75,1,13.5,195.99,0
Wine,USA Wine,USA Red Wine,UNITED STATES OF AMERICA,831099,PINOT NOIR - HAHN MONTEREY 2017,86788888023,0.75,1,14.5,24.99,0
Spirits,Asian Spirits,China Spirits,CHINA,899120,HONG XING ER GOU TOU - 8 YEARS,6.90679E+12,0.5,1,53,27.49,NA
Refreshment Beverages,Coolers,Spirit Coolers,CANADA,45201,MIKE'S HARD - PINK LEMONADE SELTZER CAN,62067383786,0.355,6,5,13.99,NA
Wine,France Wine,France White Wine,FRANCE,49979,PESSAC LEOGNAN - CHATEAU DE FRANCE BLANC 2018,3.76004E+12,0.75,1,13,55,NA
Wine,France Wine,France Red Wine,FRANCE,50126,PAUILLAC - CHATEAU HAUT BATAILLEY 2018,,0.75,1,13,150,NA
Wine,France Wine,France White Wine,FRANCE,69388,SAVIGNY LES BEAUNE LES MONTCHENEVOY - JAVILLIER 2018,3.76005E+12,0.75,1,13,66.99,0
Wine,Sake,Japan Sake,JAPAN,124453,DASSAI 45 JUNMAI DAIGINJO SUPER PREMIUM SAKE,4.93645E+12,0.72,1,16,51.99,0
Wine,USA Wine,USA White Wine,UNITED STATES OF AMERICA,140585,PINOT GRIGIO - BAREFOOT,85000027592,3,1,12,34.99,0
Wine,Chile Wine,Chile Red Wine,CHILE,214101,CABERNET SAUVIGNON MERLOT - TINAJAS DEL MAULE TELMO AND RUTH,8.14674E+11,0.75,1,14,18.99,0
Spirits,Asian Spirits,Korea Spirits,KOREA - SOUTH,254060,MUHAK - WHITE GOOD DAY SOJU,8.8011E+12,0.36,1,16.9,7.79,NA
Wine,USA Wine,USA Red Wine,UNITED STATES OF AMERICA,320051,CALIFORNIA RED - ORIN SWIFT ABSTRACT 2018,6.2699E+11,0.75,1,16.1,46.99,0
Wine,France Wine,France Champagne Wine,FRANCE,489617,VEUVE CLICQUOT - BRUT,3.04961E+12,3,1,12,585,0
Refreshment Beverages,Coolers,Spirit Coolers,CANADA,667873,HEY Y'ALL - ORIGINAL CAN,6.2699E+11,0.341,12,5,24.29,NA
Wine,Chile Wine,Chile Red Wine,CHILE,746321,CARMENERE - ESCUDO ROJO,8.12485E+11,0.75,1,13.5,19.99,0
Spirits,Other Spirits,Flavoured Spirits,DENMARK,20146,AALBORG TAFFEL AQUAVIT,8.17469E+11,0.75,1,45,39.99,NA
Spirits,Gin,Dry Gin,UNITED KINGDOM,39178,MARY-LE-BONE - DRY GIN,8.48557E+11,0.75,1,50.2,59.99,NA
Wine,USA Wine,USA Red Wine,UNITED STATES OF AMERICA,110120,SANTA YNEZ VALLEY RED - JONATA TODOS BALLARD CANYON 2017,6.96852E+11,0.75,1,14.1,85.99,0
Wine,Argentina Wine,Argentina Red Wine,ARGENTINA,169394,MALBEC - NACIDO Y CRIADO MENDOZA,7.79031E+12,0.75,1,12.8,9.97,0
Spirits,Liqueurs,Cream/Dairy Liqueurs,CANADA,200256,LAURA SECORD - CHOCOLATE CREAM LIQUOR,8.505E+11,0.75,1,16,32.99,NA
Wine,Hungary Wine,Hungary White Wine,HUNGARY,206428,TOKAJ SZAMORODNI  - SAMUEL TINON DRY 2008,5.99953E+12,0.5,1,13,59.99,0
Wine,France Wine,France Red Wine,FRANCE,213643,LISTRAC - CHATEAU CAP LEON VEYRIN 2016,3.47447E+12,0.75,1,13,35,NA
Wine,Italy Wine,Italy White Wine,ITALY,216077,CUSTOZA SUPERIORE BIANCO - MONTE DEL FRA CA DEL MAGRO 2016,8.38547E+11,0.75,1,13,21.99,0
Wine,Canada - BC,Canada - BC Red Wine,CANADA,251835,GRAY MONK - PINOT NOIR 2019,7.78829E+11,0.75,1,12.4,22.99,1
Wine,France Wine,France Red Wine,FRANCE,255959,CHATEAU PETIT VILLAGE 2016,3.76028E+12,0.75,1,13,170,NA
Wine,Australia Wine,Australia Red Wine,AUSTRALIA,291294,CABERNET SAUVIGNON - PENFOLDS BIN 169 COONAWARRA 2018,12354000728,0.75,1,14.5,399.99,0
Wine,USA Wine,USA Red Wine,UNITED STATES OF AMERICA,333732,CABERNET SAUVIGNON - DUCKHORN DECOY CALIFORNIA 2018,6.69576E+11,0.75,1,13.9,36.99,0
Spirits,Whisky,Blended Malt Scotch Whisky,UNITED KINGDOM,388457,SCALLYWAG - BCLS 100TH ANNIVERSARY SPEYSIDE BLENDED MALT,5.01422E+12,0.7,1,48.4,89.99,NA
Wine,France Wine,France Champagne Wine,FRANCE,389056,VEUVE CLICQUOT - BRUT,3.04961E+12,0.375,1,12,44.99,0
Wine,Chile Wine,Chile Rose Wine,CHILE,860908,MONTES - CHERUB ROSE 2020,7.15127E+11,0.75,1,13,16.99,0
Wine,USA Wine,USA Red Wine,UNITED STATES OF AMERICA,10713,CALIFORNIA RED - 19 CRIMES CALI RED,12354004290,0.75,1,14.1,19.99,0
Wine,France Wine,France Red Wine,FRANCE,53460,PAUILLAC - CHATEAU CLERC MILON 2018,8.78448E+11,0.75,1,13,210,NA
Wine,France Wine,France Red Wine,FRANCE,142866,MARGAUX - CHATEAU LA GURGUE 2018,3.76027E+12,0.75,1,13.5,55,NA
Spirits,Rum,Dark Rum,JAMAICA,406775,BLACKWELL - 007 LIMITED EDITION RUM,5.06074E+12,0.75,1,40,74.99,NA
Spirits,Whisky,Bourbon Whiskey,UNITED STATES OF AMERICA,456976,ELIJAH CRAIG - PRIVATE BARREL,96749003921,0.75,1,47,95.99,NA
Wine,Australia Wine,Australia Red Wine,AUSTRALIA,564278,SHIRAZ - PENFOLDS RWT BAROSSA 2019,12354072602,0.75,1,14.5,249.99,0
Wine,Italy Wine,Italy Red Wine,ITALY,630434,TOSCANA - BANFI SUMMUS 2014,8.01567E+12,0.75,1,14,66.99,0
Wine,Other Style Wine,Rice Wine,CHINA,697664,NUERHONG - FUDIAO TEN YEARS,6.90451E+12,1,1,14,48.99,0
Beer,Domestic - BC Beer,Domestic - BC Regional Beer,CANADA,729665,PACIFIC WESTERN - PACIFIC PILSNER CAN,7.74558E+11,0.355,15,5,19.79,NA
Wine,Italy Wine,Italy Red Wine,ITALY,897421,MONTEFALCO SAGRANTINO - BELLAFONTE COLLENOTTOLO 2013,7.26452E+11,0.75,1,15,64.99,0
Wine,France Wine,France Red Wine,FRANCE,960682,CHATEAU SMITH HAUT LAFITTE ROUGE 2013,,0.75,1,13,119,0
Wine,Italy Wine,Italy White Wine,ITALY,7768,ROMAGNA ALBANA - TRERE ARLUS 2019,8.30578E+11,0.75,1,13.5,22.99,0
Wine,Sake,Japan Sake,JAPAN,12849,HAKUTSURU - SAKE,4.90265E+12,0.72,1,15.5,10.29,NA
Wine,USA Wine,USA Red Wine,UNITED STATES OF AMERICA,48433,CABERNET SAUVIGNON - DUNN HOWELL MOUNTAIN 2017,6.96852E+11,0.75,1,14,249.99,0
Wine,France Wine,France Red Wine,FRANCE,50027,POMEROL - CHATEAU MAILLET 2018,3.60905E+12,0.75,1,13,80,NA
Wine,Australia Wine,Australia Red Wine,AUSTRALIA,61336,SHIRAZ - SIDEWOOD ESTATE STABLEMATE,9.34233E+12,0.75,1,14,24.99,0
Wine,Canada - BC,Canada - BC White Wine,CANADA,80044,INNISKILLIN OKANAGAN - PINOT GRIGIO 2020,6.20654E+11,0.75,1,12,13.99,0
Wine,France Wine,France Red Wine,FRANCE,83918,PESSAC LEOGNAN - CHATEAU HAUT BAILLY 2008,3.41947E+12,0.75,1,13.5,319.99,0
Wine,Other Country Wine,Other Country Red Wine,SWITZERLAND,161816,VALAIS SYRAH - CAVE SAINT PIERRE 2016,7.61027E+12,0.75,1,13.5,51.99,0
Wine,Bulgaria Wine,Bulgaria Red Wine,BULGARIA,169436,THRACIAN VALLEY MAVRUD AND RUBIN - EDOARDO MIROGLIO BIO,3.80021E+12,0.75,1,12.5,14.97,0
Spirits,Liqueurs,Fruit Liqueurs,LATVIA,215181,STOLICHNAYA - CRUSHED PINEAPPLE,4.75002E+12,0.75,1,30,24.99,NA
Refreshment Beverages,Coolers,Spirit Coolers,CANADA,347755,HEY Y'ALL - YALLIDAY ADVENT CALENDAR MIXER CAN,6.2699E+11,0.341,24,5,51.29,NA
Spirits,Asian Spirits,China Spirits,CHINA,390615,HUA PAI MOUTAI - 5 YEARS OLD,6.92797E+12,0.5,1,53,188.99,NA
Spirits,Liqueurs,Coffee And Cocoa Liqueurs,MEXICO,529032,COPA DE ORO,96749003297,0.75,1,21,19.99,NA
Spirits,Liqueurs,Anise And Herbal/Spice Liqueurs,ITALY,674119,FERNET BRANCA BITTERS,4.00002E+11,0.5,1,39,28.99,NA
Wine,Georgia Wine,Georgia Red Wine,GEORGIA,674333,PIROSMANI - GODORI SEMI DRY,4.86001E+12,0.75,1,11,14.99,1
Wine,France Wine,France White Wine,FRANCE,742007,CHATEAU RIEUSSEC 2014,,0.375,1,13,75,10
Spirits,Grape and Fruit Brandy,Brandy,ITALY,796383,VECCHIA ROMAGNA - GRAN RISERVE VENTICINQUE (25 YEARS),8.00033E+12,0.5,1,40,139.99,NA
Wine,USA Wine,USA Red Wine,UNITED STATES OF AMERICA,861682,CALIFORNIA RED - APOTHIC INFERNO,85000024904,0.75,1,16,17.49,0
Beer,Domestic - BC Beer,Domestic - BC Micro Brew Beer,CANADA,1014,BAD TATTOO BREWING - PEANUT BUTTER AND CHOCOLATE PORTER TALL,6.2699E+11,0.473,4,6,15.79,NA
Wine,Australia Wine,Australia Red Wine,AUSTRALIA,45958,RED BLEND - J SHED,9.31104E+12,0.75,1,13.3,15.99,0
Wine,Other Country Wine,Other Country Sparkling Wine,UNITED KINGDOM,52710,GUSBOURNE - BLANC DE BLANCS 2013,5.06024E+12,0.75,1,12,82.99,1
Wine,France Wine,France Red Wine,FRANCE,97507,POMEROL - CHATEAU PETIT VILLAGE 2018,3.76028E+12,0.75,1,13,175,NA
Wine,France Wine,France Red Wine,FRANCE,121713,PESSAC LEOGNAN - LE CLARENCE DE HAUT BRION ROUGE 2017,3.27704E+12,0.75,1,13,300,NA
Wine,France Wine,France Red Wine,FRANCE,143052,MADIRAN - BRUMONT CHATEAU MONTUS 2014,3.37222E+12,0.75,1,14,38.99,0
Wine,France Wine,France Red Wine,FRANCE,143865,PESSAC LEOGNAN - CHATEAU HAUT BAILLY ROUGE 2018,,0.75,1,13,275,NA
Wine,Canada - BC,Canada - BC Fruit Wine,CANADA,149336,CHERRY POINT - COWICHAN BLACKBERRY,6.2699E+11,0.375,1,18,27.49,9
Wine,Italy Wine,Italy Red Wine,ITALY,160300,BOLGHERI SUPERIORE - ORNELLAIA 2014,8.77397E+11,0.75,1,13.5,229.99,0
Spirits,Rum,Amber Rum,UNITED STATES OF AMERICA,163457,BACARDI - 4 YEAR OLD,80480983383,0.75,1,40,25.99,NA
Wine,Canada - BC,Canada - BC White Wine,CANADA,171512,GEHRINGER - EHRENFELSER 2019,6.23871E+11,0.75,1,12.9,13.49,1
Beer,Domestic - Other Province Beer,Domestic - Other Province Commercial Beer,CANADA,255255,LANDSHARK - PREMIUM LAGER,6.20707E+11,0.473,6,4.6,12.79,NA
Wine,New Zealand Wine,New Zealand White Wine,NEW ZEALAND,300368,SAUVIGNON BLANC - WHITEHAVEN MARLBOROUGH,9.41858E+12,0.75,1,12.5,18.99,0
Wine,France Wine,France Red Wine,FRANCE,348417,PAUILLAC - CHATEAU MOUTON ROTHSCHILD 2012,,0.75,1,13,900,0
Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,451094,INVERGORDON - 18 YEAR OLD OLD PARTICULAR DOUGLAS LAING,5.01422E+12,0.7,1,60.8,149.99,NA
Wine,New Zealand Wine,New Zealand White Wine,NEW ZEALAND,560144,SAUVIGNON BLANC - BABICH MARLBOROUGH 2021,9.4146E+12,0.75,1,13,19.99,0
Wine,USA Wine,USA Red Wine,UNITED STATES OF AMERICA,887653,PETITE SIRAH - THE CRUSHER,8.33302E+11,0.75,1,13.9,15.49,0
Wine,France Wine,France Red Wine,FRANCE,897827,GRIOTTE CHAMBERTIN - JADOT 2005,3.53592E+12,0.75,1,13.5,285.99,0
Spirits,Rum,Dark Rum,CANADA,6189,LAMB'S - NAVY,48415345439,0.375,1,40,11.99,NA
Wine,Other Country Wine,Other Country Sparkling Wine,UNITED KINGDOM,20399,BRIDE VALLEY - ROSE BELLA 2014,,0.75,1,13,52.99,NA
Wine,Australia Wine,Australia Red Wine,AUSTRALIA,88425,SHIRAZ - 17 TREES DE BORTOLI,9.30075E+12,0.75,1,14.8,19.99,0
Spirits,Other Spirits,Ready to Serve Cocktails,UNITED STATES OF AMERICA,108793,ON THE ROCKS - HORNITOS MARGARITA,8.5588E+11,0.375,1,20,22.99,NA
Beer,Domestic - BC Beer,Domestic - BC Commercial Beer,CANADA,120799,MILLER - HIGH LIFE CAN,56327012066,0.355,15,4.6,20.99,NA
Wine,France Wine,France Red Wine,FRANCE,133766,ST EMILION - CHATEAU BEAU SEJOUR BECOT 2018,3.60905E+12,0.75,1,13,150,NA
Wine,USA Wine,USA Red Wine,UNITED STATES OF AMERICA,191411,CABERNET SAUVIGNON - CAKEBREAD CELLARS NAPA 2018,84692479146,0.75,1,13.9,114.99,0
Wine,Fortified Wine,Port Wine,PORTUGAL,229347,TAYLOR FLADGATE - QUINTA DE VARGELLAS VINTAGE 2015,5.01363E+12,0.75,1,20,75.99,10
Wine,Italy Wine,Italy Red Wine,ITALY,289512,BARBARESCO - PRODUTTORI DEL BARBARESCO 2017,6.65529E+11,0.75,1,14,51.99,0
Spirits,Liqueurs,Anise And Herbal/Spice Liqueurs,CANADA,343145,GOLDSCHLAGER - CINNAMON SCHNAPPS,7.61026E+12,0.75,1,40,29.49,NA
Spirits,Vodka,Straight Vodka,CANADA,454462,BANFF ICE,7.7768E+11,1.75,1,40,51.99,NA
Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,486239,TOMATIN - CUBOCAN JAPANESE SHOCHU AND EUROPEAN VIRGIN OAK CA,5.01848E+12,0.7,1,46,134.99,NA
Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,510354,GLENFARCLAS - 12 YEAR OLD,5.01807E+12,0.7,1,43,88.99,NA
Wine,France Wine,France Red Wine,FRANCE,600080,VACQUEYRAS - CHATEAU DE TOURS RESERVE 2009,97985150158,0.75,1,15,98.99,0
Wine,Australia Wine,Australia Red Wine,AUSTRALIA,616730,SHIRAZ - BERTON METAL LABEL BLACK,9.33597E+12,0.75,1,14.5,14.99,0
Beer,Domestic - BC Beer,Domestic - BC Micro Brew Beer,CANADA,689885,MT BEGBIE - NASTY HABIT IPA CAN,6.29217E+11,0.355,6,6,12.49,NA
Wine,France Wine,France White Wine,FRANCE,826941,PESSAC LEOGNAN BLANC - CHATEAU HAUT BRION 2012,6.2699E+11,0.75,1,13,1500,NA
Spirits,Grape and Fruit Brandy,Cognac,FRANCE,928234,REMY MARTIN - 1738 ACCORD ROYAL,87236002114,0.75,1,40,124.99,NA
Spirits,Liqueurs,Fruit Liqueurs,CANADA,5215,TRIPLE SEC - MEAGHERS,48415163088,0.75,1,35,22.49,NA
Spirits,Asian Spirits,China Spirits,CHINA,32048,LUZHOU - LAOJIAO ER QU,6.9018E+12,0.5,1,52,18.99,NA
Wine,Argentina Wine,Argentina Red Wine,ARGENTINA,46017,PINOT NOIR - FAMILIA SCHROEDER ALPATACO 20,7.79812E+12,0.75,1,13.5,19.99,0
Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,112400,MACALLAN - SHERRY OAK 12 YEAR OLD,8.12066E+11,0.75,1,43,134.99,NA
Spirits,Tequila,Gold Tequila,MEXICO,143040,HORNITOS REPOSADO,82422657543,0.75,1,40,38.99,NA
